train_id,metro_name,line_name,station_id,arrival_time,departure_time,scheduled_time,actual_time,delay_minutes,train_frequency,occupancy_percentage,service_status
DEL-YE-00001,Delhi Metro,Yellow Line,DEL030,16:13:55,16:14:20,15:42:55,16:13:55,31,4,47,Delayed
DEL-YE-00001,Delhi Metro,Yellow Line,DEL031,16:47:20,16:47:55,16:16:20,16:47:20,31,4,64,Delayed
DEL-YE-00001,Delhi Metro,Yellow Line,DEL032,17:20:55,17:21:15,16:49:55,17:20:55,31,4,65,Delayed
DEL-YE-00001,Delhi Metro,Yellow Line,DEL033,17:58:15,17:58:35,17:24:15,17:58:15,34,4,70,Delayed
DEL-YE-00001,Delhi Metro,Yellow Line,DEL034,18:34:35,18:35:10,18:00:35,18:34:35,34,4,87,Delayed
DEL-YE-00001,Delhi Metro,Yellow Line,DEL035,19:11:10,19:11:40,18:37:10,19:11:10,34,4,88,Delayed
DEL-YE-00001,Delhi Metro,Yellow Line,DEL036,19:48:40,19:49:15,19:13:40,19:48:40,35,4,94,Delayed
DEL-YE-00001,Delhi Metro,Yellow Line,DEL037,20:29:15,20:29:40,19:52:15,20:29:15,37,4,72,Delayed
DEL-YE-00002,Delhi Metro,Yellow Line,DEL037,21:00:00,21:00:30,21:00:00,21:00:00,0,6,44,Running
DEL-YE-00002,Delhi Metro,Yellow Line,DEL036,21:02:30,21:02:50,21:02:30,21:02:30,0,6,53,Running
DEL-YE-00002,Delhi Metro,Yellow Line,DEL035,21:05:50,21:06:10,21:05:50,21:05:50,0,6,55,Running
DEL-YE-00002,Delhi Metro,Yellow Line,DEL034,21:09:10,21:09:35,21:09:10,21:09:10,0,6,68,Running
DEL-YE-00002,Delhi Metro,Yellow Line,DEL033,21:12:35,21:13:00,21:12:35,21:12:35,0,6,68,Running
DEL-YE-00002,Delhi Metro,Yellow Line,DEL032,21:16:00,21:16:35,21:16:00,21:16:00,0,6,57,Running
DEL-YE-00002,Delhi Metro,Yellow Line,DEL031,21:18:35,21:19:10,21:18:35,21:18:35,0,6,40,Running
DEL-YE-00002,Delhi Metro,Yellow Line,DEL030,21:21:10,21:21:40,21:21:10,21:21:10,0,6,48,Running
DEL-YE-00002,Delhi Metro,Yellow Line,DEL029,21:25:40,21:26:10,21:24:40,21:25:40,1,6,56,Running
DEL-YE-00002,Delhi Metro,Yellow Line,DEL028,21:30:10,21:30:30,21:29:10,21:30:10,1,6,45,Running
DEL-YE-00002,Delhi Metro,Yellow Line,DEL027,21:33:30,21:33:55,21:32:30,21:33:30,1,6,68,Running
DEL-YE-00002,Delhi Metro,Yellow Line,DEL026,21:37:55,21:38:15,21:35:55,21:37:55,2,6,65,Running
DEL-YE-00002,Delhi Metro,Yellow Line,DEL025,21:42:15,21:42:40,21:40:15,21:42:15,2,6,58,Running
DEL-YE-00002,Delhi Metro,Yellow Line,DEL024,21:47:40,21:48:15,21:44:40,21:47:40,3,6,63,Running
DEL-YE-00002,Delhi Metro,Yellow Line,DEL023,21:54:15,21:54:45,21:51:15,21:54:15,3,6,59,Running
DEL-YE-00002,Delhi Metro,Yellow Line,DEL022,21:59:45,22:00:05,21:56:45,21:59:45,3,6,54,Running
DEL-YE-00002,Delhi Metro,Yellow Line,DEL021,22:05:05,22:05:35,22:02:05,22:05:05,3,6,34,Running
DEL-YE-00002,Delhi Metro,Yellow Line,DEL020,22:11:35,22:12:00,22:07:35,22:11:35,4,6,36,Running
DEL-YE-00002,Delhi Metro,Yellow Line,DEL019,22:18:00,22:18:20,22:14:00,22:18:00,4,6,31,Running
DEL-YE-00002,Delhi Metro,Yellow Line,DEL018,22:24:20,22:24:40,22:20:20,22:24:20,4,6,69,Running
DEL-YE-00002,Delhi Metro,Yellow Line,DEL017,22:30:40,22:31:00,22:26:40,22:30:40,4,6,29,Running
DEL-YE-00002,Delhi Metro,Yellow Line,DEL016,22:38:00,22:38:20,22:33:00,22:38:00,5,6,32,Running
DEL-YE-00002,Delhi Metro,Yellow Line,DEL015,22:45:20,22:45:50,22:40:20,22:45:20,5,6,61,Running
DEL-YE-00002,Delhi Metro,Yellow Line,DEL014,22:53:50,22:54:25,22:48:50,22:53:50,5,6,35,Running
DEL-YE-00002,Delhi Metro,Yellow Line,DEL013,23:03:25,23:04:00,22:57:25,23:03:25,6,6,9,Running
DEL-YE-00002,Delhi Metro,Yellow Line,DEL012,23:14:00,23:14:20,23:07:00,23:14:00,7,6,50,Running
DEL-YE-00002,Delhi Metro,Yellow Line,DEL011,23:23:20,23:23:45,23:16:20,23:23:20,7,6,27,Running
DEL-YE-00002,Delhi Metro,Yellow Line,DEL010,23:33:45,23:34:20,23:25:45,23:33:45,8,6,13,Running
DEL-YE-00002,Delhi Metro,Yellow Line,DEL009,23:45:20,23:45:55,23:36:20,23:45:20,9,6,9,Running
DEL-YE-00002,Delhi Metro,Yellow Line,DEL008,23:57:55,23:58:20,23:47:55,23:57:55,10,6,11,Running
DEL-YE-00002,Delhi Metro,Yellow Line,DEL007,00:10:20,00:10:50,00:00:20,00:10:20,10,6,9,Running
DEL-YE-00002,Delhi Metro,Yellow Line,DEL006,00:22:50,00:23:15,00:12:50,00:22:50,10,6,12,Running
DEL-YE-00002,Delhi Metro,Yellow Line,DEL005,00:36:15,00:36:45,00:26:15,00:36:15,10,6,10,Running
DEL-YE-00002,Delhi Metro,Yellow Line,DEL004,00:49:45,00:50:05,00:39:45,00:49:45,10,6,13,Running
DEL-YE-00002,Delhi Metro,Yellow Line,DEL003,01:03:05,01:03:30,00:53:05,01:03:05,10,6,13,Running
DEL-YE-00002,Delhi Metro,Yellow Line,DEL002,01:15:30,01:16:05,01:05:30,01:15:30,10,6,13,Running
DEL-YE-00002,Delhi Metro,Yellow Line,DEL001,01:29:05,01:29:35,01:19:05,01:29:05,10,6,9,Running
DEL-YE-00003,Delhi Metro,Yellow Line,DEL001,08:42:00,08:42:30,08:42:00,08:42:00,0,3,87,Running
DEL-YE-00003,Delhi Metro,Yellow Line,DEL002,08:44:30,08:45:00,08:44:30,08:44:30,0,3,118,Running
DEL-YE-00003,Delhi Metro,Yellow Line,DEL003,08:47:00,08:47:30,08:47:00,08:47:00,0,3,114,Running
DEL-YE-00003,Delhi Metro,Yellow Line,DEL004,08:50:30,08:50:55,08:50:30,08:50:30,0,3,86,Running
DEL-YE-00003,Delhi Metro,Yellow Line,DEL005,08:52:55,08:53:15,08:52:55,08:52:55,0,3,88,Running
DEL-YE-00003,Delhi Metro,Yellow Line,DEL006,08:56:15,08:56:50,08:56:15,08:56:15,0,3,71,Running
DEL-YE-00003,Delhi Metro,Yellow Line,DEL007,08:59:50,09:00:20,08:59:50,08:59:50,0,3,91,Running
DEL-YE-00003,Delhi Metro,Yellow Line,DEL008,09:03:20,09:03:55,09:02:20,09:03:20,1,3,92,Running
DEL-YE-00003,Delhi Metro,Yellow Line,DEL009,09:07:55,09:08:30,09:05:55,09:07:55,2,3,96,Running
DEL-YE-00003,Delhi Metro,Yellow Line,DEL010,09:13:30,09:14:05,09:11:30,09:13:30,2,3,103,Running
DEL-YE-00003,Delhi Metro,Yellow Line,DEL011,09:18:05,09:18:25,09:16:05,09:18:05,2,3,100,Running
DEL-YE-00003,Delhi Metro,Yellow Line,DEL012,09:22:25,09:22:55,09:20:25,09:22:25,2,3,135,Running
DEL-YE-00003,Delhi Metro,Yellow Line,DEL013,09:26:55,09:27:20,09:24:55,09:26:55,2,3,79,Running
DEL-YE-00003,Delhi Metro,Yellow Line,DEL014,09:31:20,09:31:40,09:29:20,09:31:20,2,3,80,Running
DEL-YE-00003,Delhi Metro,Yellow Line,DEL015,09:35:40,09:36:00,09:33:40,09:35:40,2,3,96,Running
DEL-YE-00003,Delhi Metro,Yellow Line,DEL016,09:41:00,09:41:25,09:38:00,09:41:00,3,3,88,Running
DEL-YE-00003,Delhi Metro,Yellow Line,DEL017,09:48:25,09:49:00,09:44:25,09:48:25,4,3,130,Running
DEL-YE-00003,Delhi Metro,Yellow Line,DEL018,09:56:00,09:56:35,09:51:00,09:56:00,5,3,97,Running
DEL-YE-00003,Delhi Metro,Yellow Line,DEL019,10:04:35,10:05:05,09:59:35,10:04:35,5,3,68,Running
DEL-YE-00003,Delhi Metro,Yellow Line,DEL020,10:13:05,10:13:40,10:07:05,10:13:05,6,3,65,Running
DEL-YE-00003,Delhi Metro,Yellow Line,DEL021,10:21:40,10:22:05,10:15:40,10:21:40,6,3,92,Running
DEL-YE-00003,Delhi Metro,Yellow Line,DEL022,10:30:05,10:30:30,10:24:05,10:30:05,6,3,73,Running
DEL-YE-00003,Delhi Metro,Yellow Line,DEL023,10:38:30,10:39:05,10:32:30,10:38:30,6,3,66,Running
DEL-YE-00003,Delhi Metro,Yellow Line,DEL024,10:47:05,10:47:40,10:41:05,10:47:05,6,3,106,Running
DEL-YE-00003,Delhi Metro,Yellow Line,DEL025,10:55:40,10:56:10,10:49:40,10:55:40,6,3,110,Running
DEL-YE-00003,Delhi Metro,Yellow Line,DEL026,11:04:10,11:04:35,10:58:10,11:04:10,6,3,38,Running
DEL-YE-00003,Delhi Metro,Yellow Line,DEL027,11:12:35,11:13:05,11:06:35,11:12:35,6,3,71,Running
DEL-YE-00003,Delhi Metro,Yellow Line,DEL028,11:22:05,11:22:25,11:16:05,11:22:05,6,3,60,Running
DEL-YE-00003,Delhi Metro,Yellow Line,DEL029,11:32:25,11:32:55,11:25:25,11:32:25,7,3,32,Running
DEL-YE-00003,Delhi Metro,Yellow Line,DEL030,11:41:55,11:42:30,11:34:55,11:41:55,7,3,27,Running
DEL-YE-00003,Delhi Metro,Yellow Line,DEL031,11:51:30,11:51:50,11:44:30,11:51:30,7,3,32,Running
DEL-YE-00003,Delhi Metro,Yellow Line,DEL032,12:00:50,12:01:15,11:53:50,12:00:50,7,3,20,Running
DEL-YE-00003,Delhi Metro,Yellow Line,DEL033,12:11:15,12:11:40,12:04:15,12:11:15,7,3,18,Running
DEL-YE-00003,Delhi Metro,Yellow Line,DEL034,12:20:40,12:21:15,12:13:40,12:20:40,7,3,22,Running
DEL-YE-00003,Delhi Metro,Yellow Line,DEL035,12:31:15,12:31:45,12:24:15,12:31:15,7,3,51,Running
DEL-YE-00003,Delhi Metro,Yellow Line,DEL036,12:40:45,12:41:15,12:33:45,12:40:45,7,3,50,Running
DEL-YE-00003,Delhi Metro,Yellow Line,DEL037,12:50:15,12:50:40,12:43:15,12:50:15,7,3,45,Running
DEL-YE-00004,Delhi Metro,Yellow Line,DEL037,06:30:00,06:30:20,06:29:00,06:30:00,1,6,22,Running
DEL-YE-00004,Delhi Metro,Yellow Line,DEL036,06:34:20,06:34:45,06:32:20,06:34:20,2,6,25,Running
DEL-YE-00004,Delhi Metro,Yellow Line,DEL035,06:39:45,06:40:05,06:36:45,06:39:45,3,6,27,Running
DEL-YE-00004,Delhi Metro,Yellow Line,DEL034,06:45:05,06:45:40,06:42:05,06:45:05,3,6,35,Running
DEL-YE-00004,Delhi Metro,Yellow Line,DEL033,06:51:40,06:52:05,06:47:40,06:51:40,4,6,27,Running
DEL-YE-00004,Delhi Metro,Yellow Line,DEL032,06:58:05,06:58:30,06:54:05,06:58:05,4,6,35,Running
DEL-YE-00004,Delhi Metro,Yellow Line,DEL031,07:04:30,07:04:50,07:00:30,07:04:30,4,6,91,Running
DEL-YE-00004,Delhi Metro,Yellow Line,DEL030,07:10:50,07:11:25,07:06:50,07:10:50,4,6,77,Running
DEL-YE-00004,Delhi Metro,Yellow Line,DEL029,07:17:25,07:18:00,07:13:25,07:17:25,4,6,67,Running
DEL-YE-00004,Delhi Metro,Yellow Line,DEL028,07:24:00,07:24:35,07:20:00,07:24:00,4,6,50,Running
DEL-YE-00004,Delhi Metro,Yellow Line,DEL027,07:30:35,07:30:55,07:26:35,07:30:35,4,6,38,Running
DEL-YE-00004,Delhi Metro,Yellow Line,DEL026,07:36:55,07:37:15,07:32:55,07:36:55,4,6,72,Running
DEL-YE-00004,Delhi Metro,Yellow Line,DEL025,07:44:15,07:44:50,07:39:15,07:44:15,5,6,41,Running
DEL-YE-00004,Delhi Metro,Yellow Line,DEL024,07:52:50,07:53:25,07:46:50,07:52:50,6,6,53,Running
DEL-YE-00004,Delhi Metro,Yellow Line,DEL023,08:01:25,08:02:00,07:55:25,08:01:25,6,6,87,Running
DEL-YE-00004,Delhi Metro,Yellow Line,DEL022,08:10:00,08:10:25,08:04:00,08:10:00,6,6,74,Running
DEL-YE-00004,Delhi Metro,Yellow Line,DEL021,08:18:25,08:18:45,08:12:25,08:18:25,6,6,102,Running
DEL-YE-00004,Delhi Metro,Yellow Line,DEL020,08:27:45,08:28:10,08:21:45,08:27:45,6,6,106,Running
DEL-YE-00004,Delhi Metro,Yellow Line,DEL019,08:36:10,08:36:40,08:30:10,08:36:10,6,6,118,Running
DEL-YE-00004,Delhi Metro,Yellow Line,DEL018,08:45:40,08:46:10,08:38:40,08:45:40,7,6,109,Running
DEL-YE-00004,Delhi Metro,Yellow Line,DEL017,08:56:10,08:56:40,08:49:10,08:56:10,7,6,89,Running
DEL-YE-00004,Delhi Metro,Yellow Line,DEL016,09:05:40,09:06:05,08:58:40,09:05:40,7,6,120,Running
DEL-YE-00004,Delhi Metro,Yellow Line,DEL015,09:15:05,09:15:25,09:08:05,09:15:05,7,6,88,Running
DEL-YE-00004,Delhi Metro,Yellow Line,DEL014,09:24:25,09:24:55,09:17:25,09:24:25,7,6,123,Running
DEL-YE-00004,Delhi Metro,Yellow Line,DEL013,09:34:55,09:35:20,09:26:55,09:34:55,8,6,101,Running
DEL-YE-00004,Delhi Metro,Yellow Line,DEL012,09:45:20,09:45:40,09:37:20,09:45:20,8,6,100,Running
DEL-YE-00004,Delhi Metro,Yellow Line,DEL011,09:56:40,09:57:00,09:47:40,09:56:40,9,6,99,Running
DEL-YE-00004,Delhi Metro,Yellow Line,DEL010,10:08:00,10:08:25,09:59:00,10:08:00,9,6,48,Running
DEL-YE-00004,Delhi Metro,Yellow Line,DEL009,10:20:25,10:20:50,10:11:25,10:20:25,9,6,37,Running
DEL-YE-00004,Delhi Metro,Yellow Line,DEL008,10:31:50,10:32:15,10:22:50,10:31:50,9,6,47,Running
DEL-YE-00004,Delhi Metro,Yellow Line,DEL007,10:43:15,10:43:45,10:34:15,10:43:15,9,6,46,Running
DEL-YE-00004,Delhi Metro,Yellow Line,DEL006,10:56:45,10:57:10,10:46:45,10:56:45,10,6,75,Running
DEL-YE-00004,Delhi Metro,Yellow Line,DEL005,11:11:10,11:11:45,11:00:10,11:11:10,11,6,59,Running
DEL-YE-00004,Delhi Metro,Yellow Line,DEL004,11:24:45,11:25:10,11:13:45,11:24:45,11,6,35,Running
DEL-YE-00004,Delhi Metro,Yellow Line,DEL003,11:38:10,11:38:45,11:27:10,11:38:10,11,6,41,Running
DEL-YE-00004,Delhi Metro,Yellow Line,DEL002,11:52:45,11:53:10,11:41:45,11:52:45,11,6,38,Running
DEL-YE-00004,Delhi Metro,Yellow Line,DEL001,12:06:10,12:06:40,11:55:10,12:06:10,11,6,43,Running
DEL-YE-00005,Delhi Metro,Yellow Line,DEL001,21:46:00,21:46:20,21:46:00,21:46:00,0,5,68,Running
DEL-YE-00005,Delhi Metro,Yellow Line,DEL002,21:49:20,21:49:55,21:48:20,21:49:20,1,5,66,Running
DEL-YE-00005,Delhi Metro,Yellow Line,DEL003,21:52:55,21:53:25,21:51:55,21:52:55,1,5,50,Running
DEL-YE-00005,Delhi Metro,Yellow Line,DEL004,21:57:25,21:58:00,21:55:25,21:57:25,2,5,68,Running
DEL-YE-00005,Delhi Metro,Yellow Line,DEL005,22:02:00,22:02:35,22:00:00,22:02:00,2,5,37,Running
DEL-YE-00005,Delhi Metro,Yellow Line,DEL006,22:06:35,22:07:10,22:04:35,22:06:35,2,5,25,Running
DEL-YE-00005,Delhi Metro,Yellow Line,DEL007,22:12:10,22:12:45,22:10:10,22:12:10,2,5,10,Running
DEL-YE-00005,Delhi Metro,Yellow Line,DEL008,22:18:45,22:19:10,22:15:45,22:18:45,3,5,8,Running
DEL-YE-00005,Delhi Metro,Yellow Line,DEL009,22:25:10,22:25:35,22:22:10,22:25:10,3,5,11,Running
DEL-YE-00005,Delhi Metro,Yellow Line,DEL010,22:30:35,22:31:00,22:27:35,22:30:35,3,5,33,Running
DEL-YE-00005,Delhi Metro,Yellow Line,DEL011,22:36:00,22:36:20,22:33:00,22:36:00,3,5,39,Running
DEL-YE-00005,Delhi Metro,Yellow Line,DEL012,22:41:20,22:41:55,22:38:20,22:41:20,3,5,65,Running
DEL-YE-00005,Delhi Metro,Yellow Line,DEL013,22:48:55,22:49:15,22:44:55,22:48:55,4,5,36,Running
DEL-YE-00005,Delhi Metro,Yellow Line,DEL014,22:57:15,22:57:45,22:52:15,22:57:15,5,5,26,Running
DEL-YE-00005,Delhi Metro,Yellow Line,DEL015,23:04:45,23:05:10,22:59:45,23:04:45,5,5,68,Running
DEL-YE-00005,Delhi Metro,Yellow Line,DEL016,23:12:10,23:12:35,23:07:10,23:12:10,5,5,22,Running
DEL-YE-00005,Delhi Metro,Yellow Line,DEL017,23:19:35,23:20:10,23:14:35,23:19:35,5,5,26,Running
DEL-YE-00005,Delhi Metro,Yellow Line,DEL018,23:27:10,23:27:35,23:22:10,23:27:10,5,5,59,Running
DEL-YE-00005,Delhi Metro,Yellow Line,DEL019,23:35:35,23:36:10,23:30:35,23:35:35,5,5,11,Running
DEL-YE-00005,Delhi Metro,Yellow Line,DEL020,23:43:10,23:43:45,23:38:10,23:43:10,5,5,10,Running
DEL-YE-00005,Delhi Metro,Yellow Line,DEL021,23:51:45,23:52:05,23:45:45,23:51:45,6,5,19,Running
DEL-YE-00005,Delhi Metro,Yellow Line,DEL022,00:01:05,00:01:35,23:54:05,00:01:05,7,5,10,Running
DEL-YE-00005,Delhi Metro,Yellow Line,DEL023,00:11:35,00:12:05,00:04:35,00:11:35,7,5,10,Running
DEL-YE-00005,Delhi Metro,Yellow Line,DEL024,00:21:05,00:21:40,00:14:05,00:21:05,7,5,11,Running
DEL-YE-00005,Delhi Metro,Yellow Line,DEL025,00:31:40,00:32:10,00:23:40,00:31:40,8,5,13,Running
DEL-YE-00005,Delhi Metro,Yellow Line,DEL026,00:42:10,00:42:30,00:34:10,00:42:10,8,5,10,Running
DEL-YE-00005,Delhi Metro,Yellow Line,DEL027,00:52:30,00:52:50,00:44:30,00:52:30,8,5,11,Running
DEL-YE-00005,Delhi Metro,Yellow Line,DEL028,01:03:50,01:04:25,00:55:50,01:03:50,8,5,9,Running
DEL-YE-00005,Delhi Metro,Yellow Line,DEL029,01:14:25,01:14:55,01:06:25,01:14:25,8,5,12,Running
DEL-YE-00005,Delhi Metro,Yellow Line,DEL030,01:24:55,01:25:20,01:16:55,01:24:55,8,5,10,Running
DEL-YE-00005,Delhi Metro,Yellow Line,DEL031,01:37:20,01:37:45,01:28:20,01:37:20,9,5,23,Running
DEL-YE-00005,Delhi Metro,Yellow Line,DEL032,01:49:45,01:50:20,01:40:45,01:49:45,9,5,12,Running
DEL-YE-00005,Delhi Metro,Yellow Line,DEL033,02:01:20,02:01:45,01:52:20,02:01:20,9,5,13,Running
DEL-YE-00005,Delhi Metro,Yellow Line,DEL034,02:13:45,02:14:15,02:04:45,02:13:45,9,5,9,Running
DEL-YE-00005,Delhi Metro,Yellow Line,DEL035,02:25:15,02:25:35,02:16:15,02:25:15,9,5,11,Running
DEL-YE-00005,Delhi Metro,Yellow Line,DEL036,02:36:35,02:36:55,02:27:35,02:36:35,9,5,13,Running
DEL-YE-00005,Delhi Metro,Yellow Line,DEL037,02:47:55,02:48:30,02:38:55,02:47:55,9,5,12,Running
DEL-YE-00006,Delhi Metro,Yellow Line,DEL037,17:06:00,17:06:30,17:06:00,17:06:00,0,6,84,Running
DEL-YE-00006,Delhi Metro,Yellow Line,DEL036,17:08:30,17:08:55,17:08:30,17:08:30,0,6,81,Running
DEL-YE-00006,Delhi Metro,Yellow Line,DEL035,17:10:55,17:11:15,17:10:55,17:10:55,0,6,69,Running
DEL-YE-00006,Delhi Metro,Yellow Line,DEL034,17:14:15,17:14:45,17:13:15,17:14:15,1,6,76,Running
DEL-YE-00006,Delhi Metro,Yellow Line,DEL033,17:17:45,17:18:05,17:16:45,17:17:45,1,6,66,Running
DEL-YE-00006,Delhi Metro,Yellow Line,DEL032,17:21:05,17:21:30,17:20:05,17:21:05,1,6,52,Running
DEL-YE-00006,Delhi Metro,Yellow Line,DEL031,17:24:30,17:25:00,17:23:30,17:24:30,1,6,66,Running
DEL-YE-00006,Delhi Metro,Yellow Line,DEL030,17:29:00,17:29:25,17:28:00,17:29:00,1,6,66,Running
DEL-YE-00006,Delhi Metro,Yellow Line,DEL029,17:33:25,17:33:55,17:32:25,17:33:25,1,6,73,Running
DEL-YE-00006,Delhi Metro,Yellow Line,DEL028,17:37:55,17:38:15,17:36:55,17:37:55,1,6,92,Running
DEL-YE-00006,Delhi Metro,Yellow Line,DEL027,17:41:15,17:41:35,17:40:15,17:41:15,1,6,61,Running
DEL-YE-00006,Delhi Metro,Yellow Line,DEL026,17:45:35,17:46:05,17:44:35,17:45:35,1,6,74,Running
DEL-YE-00006,Delhi Metro,Yellow Line,DEL025,17:50:05,17:50:40,17:49:05,17:50:05,1,6,87,Running
DEL-YE-00006,Delhi Metro,Yellow Line,DEL024,17:54:40,17:55:05,17:52:40,17:54:40,2,6,64,Running
DEL-YE-00006,Delhi Metro,Yellow Line,DEL023,17:59:05,17:59:35,17:57:05,17:59:05,2,6,61,Running
DEL-YE-00006,Delhi Metro,Yellow Line,DEL022,18:04:35,18:05:05,18:02:35,18:04:35,2,6,86,Running
DEL-YE-00006,Delhi Metro,Yellow Line,DEL021,18:10:05,18:10:25,18:08:05,18:10:05,2,6,108,Running
DEL-YE-00006,Delhi Metro,Yellow Line,DEL020,18:16:25,18:16:55,18:13:25,18:16:25,3,6,87,Running
DEL-YE-00006,Delhi Metro,Yellow Line,DEL019,18:21:55,18:22:15,18:18:55,18:21:55,3,6,95,Running
DEL-YE-00006,Delhi Metro,Yellow Line,DEL018,18:27:15,18:27:35,18:24:15,18:27:15,3,6,100,Running
DEL-YE-00006,Delhi Metro,Yellow Line,DEL017,18:33:35,18:33:55,18:29:35,18:33:35,4,6,82,Running
DEL-YE-00006,Delhi Metro,Yellow Line,DEL016,18:41:55,18:42:25,18:36:55,18:41:55,5,6,99,Running
DEL-YE-00006,Delhi Metro,Yellow Line,DEL015,18:49:25,18:50:00,18:44:25,18:49:25,5,6,116,Running
DEL-YE-00006,Delhi Metro,Yellow Line,DEL014,18:58:00,18:58:25,18:53:00,18:58:00,5,6,122,Running
DEL-YE-00006,Delhi Metro,Yellow Line,DEL013,19:05:25,19:06:00,19:00:25,19:05:25,5,6,93,Running
DEL-YE-00006,Delhi Metro,Yellow Line,DEL012,19:14:00,19:14:25,19:09:00,19:14:00,5,6,130,Running
DEL-YE-00006,Delhi Metro,Yellow Line,DEL011,19:21:25,19:22:00,19:16:25,19:21:25,5,6,124,Running
DEL-YE-00006,Delhi Metro,Yellow Line,DEL010,19:31:00,19:31:25,19:25:00,19:31:00,6,6,129,Running
DEL-YE-00006,Delhi Metro,Yellow Line,DEL009,19:40:25,19:40:55,19:33:25,19:40:25,7,6,45,Running
DEL-YE-00006,Delhi Metro,Yellow Line,DEL008,19:49:55,19:50:20,19:42:55,19:49:55,7,6,41,Running
DEL-YE-00006,Delhi Metro,Yellow Line,DEL007,19:59:20,19:59:55,19:52:20,19:59:20,7,6,48,Running
DEL-YE-00006,Delhi Metro,Yellow Line,DEL006,20:08:55,20:09:25,20:01:55,20:08:55,7,6,99,Running
DEL-YE-00006,Delhi Metro,Yellow Line,DEL005,20:18:25,20:18:55,20:11:25,20:18:25,7,6,77,Running
